msisdn_crypte,Recency,Frequency,Monetary,Tenure_Months,Nb_Offers_Distinctes,Main_Offer,R_score,F_score,M_score,RFM_Score,RFM_Total,RFM_Weighted,Segment,Segment_Avance,Valeur,Life_Time,Montant_Moyen_Par_Achat,Frequency_Par_Mois,Monetary_Par_Mois,Cluster_KMeans,Churned,Churn_Proba,PC1,PC2
DEMO_00827,23,7,102.89,36.0,1,Demo Start,3,4,5,345,12,4.3,Client fidèle,Clients fidèles,Forte valeur,38.5,14.7,0.195,2.86,2,0,0.1262,1.1261,-0.2878
DEMO_00828,29,14,40.65,72.0,3,Demo Connect,2,5,3,253,10,3.4,Client moyen,Ne doit pas les perdre,Valeur moyenne,72.0,2.9,0.194,0.56,2,0,0.0968,1.0457,2.3378
DEMO_00829,19,3,19.78,21.2,2,Demo Plus,4,2,1,421,7,1.9,Client moyen,Clients prometteurs,Faible valeur,19.1,6.59,0.142,0.93,3,0,0.0745,-0.6062,0.0304
DEMO_00830,46,7,44.38,45.8,2,Demo Plus,1,4,3,143,8,2.9,Client moyen,Ne doit pas les perdre,Valeur moyenne,45.1,6.34,0.153,0.97,1,0,0.2439,0.6353,1.2348
DEMO_00831,50,10,104.13,26.2,1,Demo Plus,1,5,5,155,11,4.2,Client moyen,Ne doit pas les perdre,Forte valeur,25.8,10.41,0.382,3.97,1,1,0.3604,0.8067,-0.697
DEMO_00832,34,1,8.92,27.2,1,Demo Plus,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,24.9,8.92,0.037,0.33,3,0,0.2022,-1.4487,0.7548
DEMO_00833,50,3,27.68,21.3,1,Demo Flex,1,2,2,122,5,1.8,Client à risque,Clients hibernants,Faible valeur,17.6,9.23,0.141,1.3,1,0,0.195,-1.0066,0.0749
DEMO_00834,119,4,36.24,24.8,1,Demo Start,1,3,2,132,6,2.1,Client moyen,Clients à risque,Valeur moyenne,23.4,9.06,0.162,1.46,1,0,0.6205,-2.0329,0.4744
DEMO_00835,40,4,40.39,19.4,1,Demo Connect,2,3,3,233,8,2.8,Client moyen,Clients à risque,Valeur moyenne,18.7,10.1,0.206,2.08,1,0,0.1647,-0.3282,-0.2475
DEMO_00836,22,7,93.97,41.0,3,Demo Start,3,4,5,345,12,4.3,Client fidèle,Clients fidèles,Forte valeur,38.2,13.42,0.171,2.29,2,0,0.0859,1.2042,1.2428
DEMO_00837,30,2,21.66,13.4,1,Demo Connect,2,1,2,212,5,1.7,Client à risque,Clients hibernants,Faible valeur,13.8,10.83,0.149,1.62,3,0,0.2212,-0.4669,-0.9099
DEMO_00838,54,2,17.06,6.7,3,Demo Max,1,1,1,111,3,1.0,Client à risque,Clients hibernants,Faible valeur,9.1,8.53,0.296,2.53,1,0,0.3247,-1.5778,-0.1182
DEMO_00839,16,5,62.2,15.5,1,Demo Start,4,3,4,434,11,3.7,Client fidèle,Clients à risque,Valeur moyenne,17.2,12.44,0.323,4.01,3,0,0.1676,0.6966,-0.3841
DEMO_00840,14,5,78.56,14.3,2,Demo Max,4,3,4,434,11,3.7,Client fidèle,Clients à risque,Forte valeur,14.1,15.71,0.349,5.48,0,0,0.1295,0.5754,-0.9492
DEMO_00841,29,4,29.38,15.5,1,Demo Plus,2,3,2,232,7,2.3,Client moyen,Clients à risque,Faible valeur,11.8,7.35,0.258,1.9,3,0,0.1133,-0.2389,0.5393
DEMO_00842,21,3,28.96,20.6,2,Demo Connect,3,2,2,322,7,2.2,Client moyen,Clients à développer,Faible valeur,22.0,9.65,0.146,1.41,3,0,0.1077,-0.894,0.8274
DEMO_00843,9,3,56.69,15.5,1,Demo Flex,5,2,4,524,11,3.6,Client moyen,Clients prometteurs,Valeur moyenne,15.8,18.9,0.193,3.65,3,0,0.0829,0.2584,-1.1719
DEMO_00844,26,2,10.88,20.4,3,Demo Max,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,21.3,5.44,0.098,0.53,3,0,0.1412,-0.5807,0.1647
DEMO_00845,62,7,188.39,15.6,1,Demo Plus,1,4,5,145,10,3.9,Client moyen,Ne doit pas les perdre,Forte valeur,19.4,26.91,0.45,12.1,1,1,0.4765,0.0198,-0.3139
DEMO_00846,33,8,38.2,29.4,1,Demo Connect,2,5,3,253,10,3.4,Client moyen,Ne doit pas les perdre,Valeur moyenne,27.8,4.78,0.272,1.3,2,0,0.2812,0.3576,0.1082
DEMO_00847,7,14,115.48,72.0,3,Demo Max,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,66.3,8.25,0.194,1.6,0,0,0.0684,2.7514,1.9653
DEMO_00848,37,6,35.49,25.9,1,Demo Max,2,4,2,242,8,2.6,Client moyen,Ne doit pas les perdre,Valeur moyenne,23.8,5.91,0.232,1.37,1,1,0.1709,-0.2706,0.5314
DEMO_00849,18,6,199.36,16.0,2,Demo Plus,4,4,5,445,13,4.5,Champion,Champions,Forte valeur,17.0,33.23,0.375,12.44,0,0,0.0664,1.5356,-0.3925
DEMO_00850,93,1,7.56,2.6,1,Demo Plus,1,1,1,111,3,1.0,Client à risque,Nouveaux clients,Faible valeur,2.6,7.56,0.386,2.92,1,0,0.5908,-3.2564,0.3858
DEMO_00851,35,8,60.58,65.1,1,Demo Flex,2,5,4,254,11,3.9,Client moyen,Ne doit pas les perdre,Valeur moyenne,62.6,7.57,0.123,0.93,2,0,0.0772,0.5336,1.9771
DEMO_00852,13,3,24.4,26.8,2,Demo Max,4,2,2,422,8,2.4,Client moyen,Clients prometteurs,Faible valeur,24.0,8.13,0.112,0.91,3,0,0.1932,-0.468,0.1237
DEMO_00853,39,5,52.56,20.3,1,Demo Flex,2,3,3,233,8,2.8,Client moyen,Clients à risque,Valeur moyenne,19.6,10.51,0.246,2.59,1,0,0.0981,-0.2411,-0.4649
DEMO_00854,27,5,41.63,2.8,2,Demo Max,3,3,3,333,9,3.0,Client fidèle,Nouveaux clients,Valeur moyenne,1.0,8.33,1.806,15.04,3,0,0.1899,0.6631,-0.4655
DEMO_00855,58,3,27.81,21.0,1,Demo Max,1,2,2,122,5,1.8,Client à risque,Clients hibernants,Faible valeur,22.0,9.27,0.143,1.32,1,0,0.2074,-1.3628,-0.3428
DEMO_00856,14,8,16.0,24.6,2,Demo Plus,4,5,1,451,10,2.8,Client fidèle,Champions,Faible valeur,23.8,2.0,0.325,0.65,2,1,0.0954,0.1117,-0.4962
DEMO_00857,35,3,30.88,15.6,4,Demo Flex,2,2,2,222,6,2.0,Client à risque,Clients hibernants,Faible valeur,14.4,10.29,0.192,1.98,3,0,0.2325,-0.9897,-0.343
DEMO_00858,4,2,20.14,7.9,1,Demo Plus,5,1,1,511,7,1.8,Client moyen,Clients prometteurs,Faible valeur,6.4,10.07,0.253,2.55,3,0,0.1552,-0.3732,-0.3323
DEMO_00859,25,2,35.32,7.5,1,Demo Connect,3,1,2,312,6,1.9,Client moyen,Clients à développer,Valeur moyenne,8.0,17.66,0.268,4.73,3,0,0.1621,-0.3712,-0.5995
DEMO_00860,7,12,245.89,65.7,1,Demo Plus,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,65.8,20.49,0.183,3.74,0,0,0.0716,3.1137,0.5967
DEMO_00861,27,7,62.97,24.2,2,Demo Flex,3,4,4,344,11,3.8,Client fidèle,Clients fidèles,Valeur moyenne,24.6,9.0,0.29,2.61,2,0,0.0995,0.2811,0.2886
DEMO_00862,31,8,125.01,15.6,1,Demo Connect,2,5,5,255,12,4.4,Client moyen,Ne doit pas les perdre,Forte valeur,16.0,15.63,0.513,8.02,2,0,0.1676,1.0236,-0.9107
DEMO_00863,34,7,38.09,23.2,2,Demo Flex,2,4,3,243,9,3.1,Client moyen,Ne doit pas les perdre,Valeur moyenne,23.1,5.44,0.301,1.64,2,0,0.2204,0.6836,0.6316
DEMO_00864,14,2,30.42,22.2,1,Demo Plus,4,1,2,412,7,2.1,Client moyen,Clients prometteurs,Faible valeur,20.1,15.21,0.09,1.37,3,0,0.1317,-0.8211,0.3049
DEMO_00865,25,4,29.12,7.2,2,Demo Flex,3,3,2,332,8,2.5,Client fidèle,Clients à développer,Faible valeur,5.7,7.28,0.559,4.07,3,0,0.1277,-0.2447,-0.1538
DEMO_00866,53,7,36.39,39.4,2,Demo Start,1,4,2,142,7,2.4,Client moyen,Ne doit pas les perdre,Valeur moyenne,38.6,5.2,0.178,0.92,1,0,0.1815,-0.6325,0.7532
DEMO_00867,75,2,18.01,19.9,1,Demo Start,1,1,1,111,3,1.0,Client à risque,Clients hibernants,Faible valeur,24.1,9.01,0.1,0.9,1,0,0.5069,-1.768,0.6548
DEMO_00868,26,4,86.19,24.4,1,Demo Flex,3,3,4,334,10,3.5,Client fidèle,Clients à développer,Forte valeur,21.7,21.55,0.164,3.53,3,0,0.0888,0.1761,0.3281
DEMO_00869,54,10,110.18,53.0,1,Demo Flex,1,5,5,155,11,4.2,Client moyen,Ne doit pas les perdre,Forte valeur,52.1,11.02,0.189,2.08,1,0,0.1226,0.7558,0.9055
DEMO_00870,10,4,90.86,8.1,1,Demo Start,5,3,4,534,12,3.9,Client fidèle,Clients à risque,Forte valeur,8.3,22.72,0.494,11.22,0,1,0.1393,0.5128,-0.1884
DEMO_00871,16,5,33.04,12.9,1,Demo Connect,4,3,2,432,9,2.7,Client fidèle,Clients à risque,Valeur moyenne,12.3,6.61,0.388,2.56,3,0,0.0995,-0.2268,0.5609
DEMO_00872,29,5,88.74,27.7,3,Demo Plus,3,3,4,334,10,3.5,Client fidèle,Clients à développer,Forte valeur,29.9,17.75,0.18,3.2,3,1,0.0763,0.7025,0.0057
DEMO_00873,21,5,34.84,38.9,1,Demo Connect,3,3,2,332,8,2.5,Client fidèle,Clients à développer,Valeur moyenne,38.3,6.97,0.128,0.89,3,0,0.178,-0.0568,1.0025
DEMO_00874,20,1,11.29,14.6,1,Demo Flex,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,14.1,11.29,0.069,0.78,3,0,0.0953,-1.9922,-0.0883
DEMO_00875,50,3,33.71,15.2,1,Demo Connect,1,2,2,122,5,1.8,Client à risque,Clients hibernants,Valeur moyenne,16.8,11.24,0.198,2.22,1,0,0.2338,-0.9765,-0.0275
DEMO_00876,9,8,114.81,33.5,1,Demo Flex,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,37.1,14.35,0.239,3.43,0,0,0.0592,1.2447,0.1173
DEMO_00877,9,9,103.04,72.0,3,Demo Connect,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,72.0,11.45,0.125,1.43,0,0,0.0474,1.9268,0.8053
DEMO_00878,6,10,66.42,23.7,1,Demo Max,5,5,4,554,14,4.5,Champion,Champions,Forte valeur,23.5,6.64,0.421,2.8,2,0,0.0528,1.8528,-0.6399
DEMO_00879,29,1,16.19,12.9,1,Demo Start,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,12.8,16.19,0.078,1.26,3,0,0.2377,-1.5154,0.285
DEMO_00880,18,3,77.56,10.2,1,Demo Plus,4,2,4,424,10,3.4,Client moyen,Clients prometteurs,Forte valeur,10.3,25.85,0.295,7.61,0,0,0.1385,0.418,-0.8297
DEMO_00881,46,3,21.7,20.6,4,Demo Flex,1,2,2,122,5,1.8,Client à risque,Clients hibernants,Faible valeur,20.9,7.23,0.146,1.06,1,0,0.3103,-0.6473,0.4081
DEMO_00882,27,8,29.08,37.9,3,Demo Start,3,5,2,352,10,3.1,Client fidèle,Clients fidèles,Faible valeur,36.2,3.64,0.211,0.77,2,0,0.0897,0.0981,0.3815
DEMO_00883,14,8,105.01,72.0,1,Demo Connect,4,5,5,455,14,4.8,Champion,Champions,Forte valeur,72.0,13.13,0.111,1.46,0,0,0.1458,1.1357,1.7887
DEMO_00884,12,6,49.88,18.3,2,Demo Start,4,4,3,443,11,3.5,Client fidèle,Champions,Valeur moyenne,18.7,8.31,0.328,2.73,2,1,0.045,0.7556,0.001
DEMO_00885,20,5,46.4,23.8,2,Demo Connect,3,3,3,333,9,3.0,Client fidèle,Clients à développer,Valeur moyenne,23.7,9.28,0.21,1.95,3,0,0.0614,-0.2208,0.2508
DEMO_00886,7,9,121.89,59.3,2,Demo Plus,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,56.7,13.54,0.152,2.06,0,0,0.1187,1.8083,1.3783
DEMO_00887,50,8,62.08,27.4,1,Demo Flex,1,5,4,154,10,3.7,Client moyen,Ne doit pas les perdre,Valeur moyenne,27.6,7.76,0.292,2.26,1,0,0.2456,0.1343,0.2751
DEMO_00888,17,4,34.41,26.0,2,Demo Connect,4,3,2,432,9,2.7,Client fidèle,Clients à risque,Valeur moyenne,22.2,8.6,0.154,1.32,3,0,0.1257,-0.418,0.2369
DEMO_00889,5,8,75.52,52.6,2,Demo Plus,5,5,4,554,14,4.5,Champion,Champions,Forte valeur,51.4,9.44,0.152,1.44,0,1,0.0705,1.2754,0.2384
DEMO_00890,58,4,89.54,24.1,1,Demo Flex,1,3,4,134,8,3.1,Client moyen,Clients à risque,Forte valeur,23.0,22.38,0.166,3.71,1,0,0.3203,0.168,-0.1103
DEMO_00891,21,4,40.56,10.9,1,Demo Start,3,3,3,333,9,3.0,Client fidèle,Clients à développer,Valeur moyenne,11.4,10.14,0.369,3.74,3,0,0.1528,0.2822,-1.3653
DEMO_00892,37,11,55.61,46.3,1,Demo Flex,2,5,4,254,11,3.9,Client moyen,Ne doit pas les perdre,Valeur moyenne,50.0,5.06,0.238,1.2,1,0,0.0857,1.3297,0.6872
DEMO_00893,14,1,5.17,6.2,1,Demo Flex,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,7.3,5.17,0.162,0.84,3,0,0.1914,-1.975,-0.071
DEMO_00894,59,6,64.61,41.7,1,Demo Plus,1,4,4,144,9,3.4,Client moyen,Ne doit pas les perdre,Forte valeur,44.5,10.77,0.144,1.55,1,0,0.2875,-0.2077,1.095
DEMO_00895,11,6,32.16,22.5,2,Demo Start,5,4,2,542,11,3.2,Client fidèle,Champions,Valeur moyenne,23.8,5.36,0.266,1.43,2,0,0.1629,-0.6061,0.0095
DEMO_00896,18,6,25.34,18.4,3,Demo Plus,4,4,2,442,10,3.0,Client fidèle,Champions,Faible valeur,20.7,4.22,0.325,1.37,2,0,0.2208,0.0209,0.0351
DEMO_00897,3,2,28.3,18.1,1,Demo Start,5,1,2,512,8,2.3,Client moyen,Clients prometteurs,Faible valeur,21.8,14.15,0.11,1.56,3,0,0.1056,-1.2007,-0.7305
DEMO_00898,58,7,101.74,20.5,1,Demo Flex,1,4,5,145,10,3.9,Client moyen,Ne doit pas les perdre,Forte valeur,19.0,14.53,0.341,4.96,1,1,0.1686,-0.2278,-0.4516
DEMO_00899,13,3,24.44,16.6,2,Demo Plus,4,2,2,422,8,2.4,Client moyen,Clients prometteurs,Faible valeur,15.0,8.15,0.18,1.47,3,1,0.2183,-0.5925,-0.8246
DEMO_00900,30,4,46.89,30.0,1,Demo Connect,2,3,3,233,8,2.8,Client moyen,Clients à risque,Valeur moyenne,31.3,11.72,0.133,1.56,3,0,0.0947,-0.0651,0.1695
DEMO_00901,33,3,33.18,17.0,1,Demo Connect,2,2,2,222,6,2.0,Client à risque,Clients hibernants,Valeur moyenne,17.0,11.06,0.176,1.95,3,0,0.199,-0.8283,0.5584
DEMO_00902,52,1,13.89,4.3,2,Demo Connect,1,1,1,111,3,1.0,Client à risque,Clients hibernants,Faible valeur,4.7,13.89,0.232,3.23,1,0,0.2821,-1.5109,-0.0678
DEMO_00903,28,1,13.91,22.7,1,Demo Max,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,22.2,13.91,0.044,0.61,3,0,0.1407,-1.443,0.5856
DEMO_00904,22,4,9.52,4.0,1,Demo Plus,3,3,1,331,7,2.0,Client fidèle,Clients à développer,Faible valeur,2.9,2.38,0.989,2.35,3,0,0.1965,-1.3736,-0.9492
DEMO_00905,48,7,61.17,22.6,2,Demo Flex,1,4,4,144,9,3.4,Client moyen,Ne doit pas les perdre,Valeur moyenne,25.8,8.74,0.31,2.71,1,0,0.2269,0.7024,-0.7557
DEMO_00906,33,6,79.57,16.4,2,Demo Flex,2,4,4,244,10,3.6,Client moyen,Ne doit pas les perdre,Forte valeur,14.2,13.26,0.366,4.85,2,0,0.1957,1.1033,-0.4103
DEMO_00907,19,7,55.71,39.8,1,Demo Connect,4,4,4,444,12,4.0,Champion,Champions,Valeur moyenne,41.2,7.96,0.176,1.4,2,0,0.0674,0.8615,0.9873
DEMO_00908,60,4,40.7,19.0,2,Demo Plus,1,3,3,133,7,2.6,Client moyen,Clients à risque,Valeur moyenne,20.0,10.17,0.211,2.15,1,0,0.2735,-1.1166,0.0056
DEMO_00909,35,8,120.58,36.3,3,Demo Start,2,5,5,255,12,4.4,Client moyen,Ne doit pas les perdre,Forte valeur,33.2,15.07,0.22,3.32,2,0,0.1015,1.0023,-0.4851
DEMO_00910,7,7,73.0,33.8,1,Demo Connect,5,4,4,544,13,4.2,Champion,Champions,Forte valeur,32.2,10.43,0.207,2.16,0,0,0.0686,0.6304,0.2583
DEMO_00911,68,4,91.44,34.4,2,Demo Flex,1,3,5,135,9,3.6,Client moyen,Clients à risque,Forte valeur,33.1,22.86,0.116,2.66,1,0,0.2885,-0.3342,-0.3273
DEMO_00912,14,4,74.15,19.4,1,Demo Start,4,3,4,434,11,3.7,Client fidèle,Clients à risque,Forte valeur,20.6,18.54,0.206,3.82,0,1,0.2182,0.1532,0.2044
DEMO_00913,51,7,65.41,23.5,1,Demo Flex,1,4,4,144,9,3.4,Client moyen,Ne doit pas les perdre,Forte valeur,22.8,9.34,0.297,2.78,1,0,0.2029,0.0901,-0.5751
DEMO_00914,5,4,35.78,29.5,1,Demo Start,5,3,2,532,10,2.9,Client fidèle,Clients à risque,Valeur moyenne,29.3,8.94,0.136,1.21,3,0,0.0324,0.1754,-0.2429
DEMO_00915,48,4,8.32,24.0,1,Demo Max,1,3,1,131,5,1.6,Client moyen,Clients à risque,Faible valeur,21.1,2.08,0.167,0.35,1,1,0.3434,-2.5707,0.4225
DEMO_00916,7,6,50.01,19.0,1,Demo Plus,5,4,3,543,12,3.7,Client fidèle,Champions,Valeur moyenne,23.6,8.33,0.316,2.63,2,0,0.1059,0.2069,-0.123
DEMO_00917,27,6,28.43,11.6,2,Demo Plus,3,4,2,342,9,2.8,Client fidèle,Clients fidèles,Faible valeur,11.8,4.74,0.516,2.44,2,1,0.1427,-0.3744,-0.6099
DEMO_00918,34,2,22.53,22.8,1,Demo Plus,2,1,2,212,5,1.7,Client à risque,Clients hibernants,Faible valeur,23.8,11.26,0.088,0.99,3,1,0.1507,-1.1844,1.1833
DEMO_00919,19,1,10.85,6.8,3,Demo Plus,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,5.7,10.85,0.148,1.6,3,0,0.108,-1.8072,-0.16
DEMO_00920,24,3,43.87,3.7,1,Demo Plus,3,2,3,323,8,2.7,Client moyen,Clients à développer,Valeur moyenne,2.4,14.62,0.801,11.71,3,1,0.3138,-0.3595,-1.0728
DEMO_00921,9,5,107.51,9.7,2,Demo Plus,5,3,5,535,13,4.4,Client fidèle,Clients à risque,Forte valeur,13.5,21.5,0.518,11.14,0,0,0.1045,0.8436,-0.4734
DEMO_00922,44,11,108.14,34.2,1,Demo Plus,1,5,5,155,11,4.2,Client moyen,Ne doit pas les perdre,Forte valeur,30.3,9.83,0.322,3.17,1,0,0.0831,0.9144,-0.2966
DEMO_00923,29,6,209.77,26.3,1,Demo Max,2,4,5,245,11,4.1,Client moyen,Ne doit pas les perdre,Forte valeur,26.9,34.96,0.228,7.97,2,1,0.1541,1.2585,0.5341
DEMO_00924,11,1,11.33,34.4,2,Demo Flex,5,1,1,511,7,1.8,Client moyen,Clients prometteurs,Faible valeur,31.9,11.33,0.029,0.33,3,0,0.1619,-1.5121,0.9544
DEMO_00925,29,3,14.56,13.8,2,Demo Flex,2,2,1,221,5,1.5,Client à risque,Clients hibernants,Faible valeur,13.0,4.85,0.218,1.06,3,0,0.1771,-1.3761,-0.1493
DEMO_00926,30,6,43.93,42.3,1,Demo Plus,2,4,3,243,9,3.1,Client moyen,Ne doit pas les perdre,Valeur moyenne,41.0,7.32,0.142,1.04,2,0,0.0852,0.148,0.0517
DEMO_00927,25,1,8.13,7.5,1,Demo Start,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,5.5,8.13,0.134,1.09,3,0,0.1197,-1.8114,-0.386
DEMO_00928,1,4,55.26,9.9,2,Demo Flex,5,3,4,534,12,3.9,Client fidèle,Clients à risque,Valeur moyenne,10.0,13.81,0.402,5.56,3,0,0.0597,0.7548,-0.6204
DEMO_00929,17,8,47.39,41.8,2,Demo Connect,4,5,3,453,12,3.8,Client fidèle,Champions,Valeur moyenne,36.7,5.92,0.191,1.13,2,0,0.1588,0.5276,0.0221
DEMO_00930,44,1,8.47,25.1,1,Demo Connect,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,24.5,8.47,0.04,0.34,1,0,0.2194,-2.8312,0.3014
DEMO_00931,35,9,82.16,34.5,2,Demo Connect,2,5,4,254,11,3.9,Client moyen,Ne doit pas les perdre,Forte valeur,34.3,9.13,0.261,2.38,2,0,0.071,1.4696,0.2411
DEMO_00932,35,4,31.18,26.4,1,Demo Max,2,3,2,232,7,2.3,Client moyen,Clients à risque,Faible valeur,23.7,7.8,0.152,1.18,3,0,0.1877,-0.4499,0.1626
DEMO_00933,28,3,46.75,15.2,1,Demo Connect,3,2,3,323,8,2.7,Client moyen,Clients à développer,Valeur moyenne,18.2,15.58,0.197,3.07,3,1,0.1701,-0.6337,-0.8886
DEMO_00934,47,4,56.77,9.0,2,Demo Plus,1,3,4,134,8,3.1,Client moyen,Clients à risque,Valeur moyenne,7.8,14.19,0.443,6.29,1,0,0.2081,-0.2307,-0.7607
DEMO_00935,14,1,18.95,4.8,4,Demo Flex,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,4.3,18.95,0.209,3.96,3,0,0.0941,-0.7187,-0.7483
DEMO_00936,11,5,41.57,62.3,1,Demo Connect,4,3,3,433,10,3.2,Client fidèle,Clients à risque,Valeur moyenne,61.1,8.31,0.08,0.67,3,0,0.0426,0.8597,1.8084
DEMO_00937,80,3,57.97,5.9,1,Demo Flex,1,2,4,124,7,2.8,Client à risque,Clients hibernants,Valeur moyenne,5.8,19.32,0.505,9.76,1,0,0.5693,-1.0045,-0.6428
DEMO_00938,13,13,61.24,51.5,1,Demo Plus,4,5,4,454,13,4.3,Champion,Champions,Valeur moyenne,54.1,4.71,0.252,1.19,2,0,0.074,2.2373,0.2516
DEMO_00939,6,9,41.83,24.2,2,Demo Plus,5,5,3,553,13,4.0,Client fidèle,Champions,Valeur moyenne,29.2,4.65,0.371,1.73,2,0,0.0952,0.5846,-0.6316
DEMO_00940,19,11,56.28,26.9,1,Demo Plus,4,5,4,454,13,4.3,Champion,Champions,Valeur moyenne,28.4,5.12,0.409,2.09,2,0,0.1102,1.3344,-0.4713
DEMO_00941,25,3,30.07,25.8,1,Demo Plus,3,2,2,322,7,2.2,Client moyen,Clients à développer,Faible valeur,28.0,10.02,0.116,1.17,3,1,0.1566,-0.7245,0.669
DEMO_00942,48,3,57.97,31.9,1,Demo Flex,1,2,4,124,7,2.8,Client à risque,Clients hibernants,Valeur moyenne,35.3,19.32,0.094,1.82,1,0,0.178,-0.3591,0.6405
DEMO_00943,17,5,35.81,12.8,3,Demo Flex,4,3,2,432,9,2.7,Client fidèle,Clients à risque,Valeur moyenne,13.3,7.16,0.391,2.8,3,0,0.1106,0.5884,0.0786
DEMO_00944,17,1,7.67,3.2,1,Demo Plus,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,6.4,7.67,0.309,2.37,3,0,0.2336,-1.7653,-0.099
DEMO_00945,24,4,35.43,15.0,2,Demo Flex,3,3,2,332,8,2.5,Client fidèle,Clients à développer,Valeur moyenne,16.6,8.86,0.267,2.36,3,1,0.2362,-0.6014,0.3113
DEMO_00946,14,5,68.34,30.2,1,Demo Plus,4,3,4,434,11,3.7,Client fidèle,Clients à risque,Forte valeur,30.5,13.67,0.166,2.26,3,0,0.0584,0.1641,0.8569
DEMO_00947,5,4,30.68,10.0,1,Demo Max,5,3,2,532,10,2.9,Client fidèle,Clients à risque,Faible valeur,10.7,7.67,0.399,3.06,3,0,0.0882,0.5326,0.1118
DEMO_00948,7,6,44.63,42.9,1,Demo Plus,5,4,3,543,12,3.7,Client fidèle,Champions,Valeur moyenne,39.3,7.44,0.14,1.04,2,1,0.0997,0.7375,0.2111
DEMO_00949,57,6,28.55,20.8,1,Demo Max,1,4,2,142,7,2.4,Client moyen,Ne doit pas les perdre,Faible valeur,21.3,4.76,0.289,1.38,1,1,0.4478,-0.5912,-0.0015
DEMO_00950,40,5,36.42,9.3,1,Demo Flex,2,3,3,233,8,2.8,Client moyen,Clients à risque,Valeur moyenne,6.2,7.28,0.538,3.92,1,1,0.3665,-0.5203,-0.1754
DEMO_00951,23,11,209.66,25.0,1,Demo Flex,3,5,5,355,13,4.6,Client fidèle,Clients fidèles,Forte valeur,21.7,19.06,0.441,8.4,2,0,0.0806,2.4671,0.0372
DEMO_00952,35,4,41.94,29.9,1,Demo Flex,2,3,3,233,8,2.8,Client moyen,Clients à risque,Valeur moyenne,30.3,10.49,0.134,1.4,3,0,0.2535,-0.6998,-0.022
DEMO_00953,41,3,19.92,31.2,1,Demo Plus,2,2,1,221,5,1.5,Client à risque,Clients hibernants,Faible valeur,29.0,6.64,0.096,0.64,1,0,0.19,-1.1016,0.7824
DEMO_00954,13,1,19.69,1.0,1,Demo Flex,4,1,1,411,6,1.6,Client moyen,Nouveaux clients,Faible valeur,1.0,19.69,1.0,19.69,3,0,0.2115,-1.4601,-0.6783
DEMO_00955,9,7,50.6,41.9,1,Demo Start,5,4,3,543,12,3.7,Client fidèle,Champions,Valeur moyenne,42.2,7.23,0.167,1.21,2,0,0.1007,0.667,1.4141
DEMO_00956,53,3,65.34,7.0,1,Demo Plus,1,2,4,124,7,2.8,Client à risque,Clients hibernants,Forte valeur,7.3,21.78,0.43,9.36,1,0,0.1824,-0.7047,-1.2575
DEMO_00957,2,8,172.68,41.9,1,Demo Max,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,40.1,21.58,0.191,4.12,0,0,0.0757,0.9766,0.1397
DEMO_00958,36,8,82.29,44.3,2,Demo Flex,2,5,4,254,11,3.9,Client moyen,Ne doit pas les perdre,Forte valeur,46.1,10.29,0.181,1.86,2,1,0.1925,0.7337,-0.22
DEMO_00959,27,2,8.75,9.0,3,Demo Connect,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,8.9,4.37,0.221,0.97,3,0,0.1707,-2.0975,-0.3747
DEMO_00960,49,3,105.41,10.5,2,Demo Plus,1,2,5,125,8,3.3,Client à risque,Clients hibernants,Forte valeur,11.4,35.14,0.285,10.0,1,1,0.2359,-0.0836,0.5498
DEMO_00961,37,6,74.05,35.6,1,Demo Flex,2,4,4,244,10,3.6,Client moyen,Ne doit pas les perdre,Forte valeur,33.2,12.34,0.169,2.08,1,0,0.0803,0.4202,0.371
DEMO_00962,35,8,66.77,17.1,4,Demo Plus,2,5,4,254,11,3.9,Client moyen,Ne doit pas les perdre,Forte valeur,16.8,8.35,0.467,3.9,2,0,0.2104,1.3108,-0.613
DEMO_00963,10,9,151.88,48.3,4,Demo Max,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,50.4,16.88,0.187,3.15,0,0,0.0739,2.1289,0.9277
DEMO_00964,42,7,102.74,56.4,1,Demo Flex,2,4,5,245,11,4.1,Client moyen,Ne doit pas les perdre,Forte valeur,58.4,14.68,0.124,1.82,1,0,0.097,0.869,1.2017
